Address3,County (name),EstablishmentName,Gender (name),LA (name),Locality,Postcode,StatutoryHighAge,StatutoryLowAge,Street,Town,TypeOfEstablishment (name),Easting,Northing,lat,lng
,Surrey,Holy Cross Preparatory School,Girls,Kingston upon Thames,Kingston Hill,KT2 7NU,11,4,George Road,Kingston upon Thames,Other Independent School,520151,170202,51.418110105806434,-0.2734978027456763
,Surrey,Shrewsbury House School,Boys,Kingston upon Thames,,KT6 6RL,14,7,107 Ditton Road,Surbiton,Other Independent School,518017,165955,51.38038731053725,-0.3055831264865553
,Surrey,Surbiton High School,Mixed,Kingston upon Thames,,KT1 2JT,18,4,Surbiton Crescent,Kingston upon Thames,Other Independent School,518037,168093,51.399598848536726,-0.3045857804020441
,Surrey,Rokeby Senior School,Boys,Kingston upon Thames,,KT2 7PB,12,5,George Road,Kingston upon Thames,Other Independent School,520348,170140,51.41751113044707,-0.2706871841133152
,Surrey,Linley House School,Mixed,Kingston upon Thames,,KT5 8RA,6,3,6 Berrylands Road,Surbiton,Other Independent School,518547,167379,51.39307541077327,-0.29749622687338445
,Surrey,Marymount International School,Girls,Kingston upon Thames,,KT2 7PE,18,11,George Road,Kingston upon Thames,Other Independent School,520477,170137,51.41745679208489,-0.26883400262000473
,Surrey,Park Hill School,Mixed,Kingston upon Thames,,KT2 7SH,11,3,8 Queen's Road,Kingston upon Thames,Other Independent School,519383,170103,51.41738244959542,-0.2845702921709026
,Surrey,Study School,Mixed,Kingston upon Thames,,KT3 5DP,11,2,57 Thetford Road,New Malden,Other Independent School,521190,167693,51.395339615968176,-0.2594198686468739
,Surrey,Westbury House School,Mixed,Kingston upon Thames,,KT3 5AS,11,3,80 Westbury Road,New Malden,Other Independent School,520950,167912,51.39735904561917,-0.26279330182619304
,Surrey,Kingston Grammar School,Mixed,Kingston upon Thames,,KT2 6PY,19,11,London Road,Kingston upon Thames,Other Independent School,518576,169292,51.41026271030046,-0.2964409043081137
,Surrey,Canbury School,Mixed,Kingston upon Thames,,KT2 7LN,16,11,Kingston Hill,Kingston upon Thames,Other Independent School,519975,170843,51.42390834309653,-0.2758108234843295
,Surrey,Bedelsford School,Mixed,Kingston upon Thames,,KT1 2QZ,16,2,Grange Road,Kingston upon Thames,Foundation Special School,518242,168766,51.405604888322614,-0.3014162072474498
,Surrey,St Philip's School,Mixed,Kingston upon Thames,Leatherhead Road,KT9 2HR,19,11,Harrow Close,Chessington,Community Special School,517844,163495,51.35831337006019,-0.30888254782172897
,Surrey,Dysart School,Mixed,Kingston upon Thames,,KT6 6HL,19,4,190 Ewell Road,Surbiton,Community Special School,518548,166707,51.38703549379528,-0.2977060218285433
,Surrey,Benedict Primary School,Mixed,Merton,,CR4 3BE,11,3,Church Road,Mitcham,Community School,527384,168662,51.4026923628703,-0.17008895452611794
,Surrey,Bond Primary School,Mixed,Merton,,CR4 3HG,11,3,Bond Road,Mitcham,Community School,527647,169328,51.408618628989366,-0.16607067988797822
,,Dundonald Primary School,Mixed,Merton,,SW19 3QH,11,3,Dundonald Road,London,Community School,524583,170095,51.41619265222371,-0.2098321442868169
,,Garfield Primary School,Mixed,Merton,,SW19 8SB,11,3,Garfield Road,Wimbledon,Community School,526333,170941,51.42340878511286,-0.18437881154471772
,Surrey,Beecholme Primary School,Mixed,Merton,,CR4 2HZ,11,3,Edgehill Road,Mitcham,Community School,528624,169820,51.41281962331113,-0.15185294193017773
,Surrey,Hatfeild Primary School,Mixed,Merton,,SM4 4SJ,11,3,Lower Morden Lane,Morden,Community School,524097,167361,51.39172799289193,-0.2177728084856791
,,Hollymount School,Mixed,Merton,Raynes Park,SW20 0SQ,11,3,Cambridge Road,London,Community School,523143,169842,51.41423320539309,-0.23061691980110857
,,Joseph Hood Primary School,Mixed,Merton,Raynes Park,SW20 9NS,11,3,Whatley Avenue,London,Community School,524278,168952,51.40598713137191,-0.21461604944817259
,,Links Primary School,Mixed,Merton,,SW17 9EH,11,3,Frinton Road,London,Community School,528358,170616,51.42003344833999,-0.1553877523654734
,Surrey,Lonesome Primary School,Mixed,Merton,,CR4 1SD,11,3,Grove Road,Mitcham,Community School,528779,169447,51.409432353178246,-0.14976073225134298
,,Merton Abbey Primary School,Mixed,Merton,Merton,SW19 2JY,11,3,High Path,London,Community School,525912,169823,51.41345480678148,-0.19082739917092986
,,Merton Park Primary School,Mixed,Merton,Merton Park,SW19 3HQ,11,3,Church Lane,London,Community School,525188,169312,51.40902254610858,-0.20141283495409318
,Surrey,Morden Primary School,Mixed,Merton,,SM4 5PX,11,3,London Road,Morden,Community School,525115,167495,51.39270891964472,-0.2031019788963465
,,Pelham Primary School,Mixed,Merton,Wimbledon,SW19 1NU,11,3,Southey Road,London,Community School,525429,170149,51.4164915791024,-0.197653755828481
,Surrey,Haslemere Primary School,Mixed,Merton,Haslemere Avenue,CR4 3PQ,11,3,Brooklands Court,Mitcham,Community School,526653,169193,51.40762805839498,-0.18040276531264485
,,Poplar Primary School,Mixed,Merton,Merton Park,SW19 3JZ,11,3,Poplar Road South,London,Community School,525305,168616,51.40274165868779,-0.1999771254183248
,Surrey,St Mark's Primary School,Mixed,Merton,,CR4 2LF,11,3,St Mark's Road,Mitcham,Community School,527938,169123,51.406710777692794,-0.1619628805999592
,Surrey,The Sherwood School,Mixed,Merton,,CR4 1JP,11,3,Abbotts Road,Mitcham,Community School,529391,168221,51.39827524701109,-0.14141296649736987
,,Singlegate Primary School,Mixed,Merton,Colliers Wood,SW19 2NT,11,3,South Gardens,London,Community School,526898,170310,51.41761186146097,-0.17648277459890674
,,Wimbledon Park Primary School,Mixed,Merton,,SW19 8EJ,11,3,Havana Road,London,Community School,525490,172549,51.43804717258442,-0.1959277106841125
,Surrey,Abbotsbury Primary School,Mixed,Merton,,SM4 5JS,11,3,Abbotsbury Road,Morden,Community School,525610,167776,51.39512504208446,-0.1958918042774856
Raynes Park,,West Wimbledon Primary School,Mixed,Merton,West Barnes Lane,SW20 0BZ,11,3,Bodnant Gardens,London,Community School,522774,168885,51.40571227829129,-0.23625131576162556
,Surrey,Cranmer Primary School,Mixed,Merton,,CR4 4XU,11,3,Cranmer Road,Mitcham,Community School,527753,168045,51.39706446178269,-0.1650090239026995
,Surrey,Gorringe Park Primary School,Mixed,Merton,Figges Marsh,CR4 2YA,11,3,Sandy Lane,Mitcham,Community School,528303,169740,51.41217333487681,-0.15649504434262296
,Surrey,Hillcross Primary School,Mixed,Merton,,SM4 4EE,11,3,Ashridge Way,Morden,Community School,524580,168083,51.39811103129891,-0.21058128019461794
,Surrey,Liberty Primary,Mixed,Merton,,CR4 3EB,11,3,Western Road,Mitcham,Community School,527324,169465,51.40992240209107,-0.17066307642061967
,,Stanford Primary School,Mixed,Merton,Norbury,SW16 5HB,11,3,Chilmark Road,London,Community School,529841,169520,51.409846425852436,-0.13447301187402136
,Surrey,William Morris Primary School,Mixed,Merton,,CR4 1PJ,11,3,Recreation Way,Mitcham,Community School,529940,168652,51.402023197428,-0.13336803980899767
,,Wimbledon Chase Primary School,Mixed,Merton,,SW19 3QB,11,3,Merton Hall Road,London,Community School,524394,169733,51.41298074528311,-0.21267549322596177
,,All Saints' CofE Primary School,Mixed,Merton,,SW19 1AR,11,3,East Road,London,Voluntary Aided School,526440,170412,51.41863079089484,-0.18302925675260892
,,St Matthew's CofE Primary School,Mixed,Merton,,SW20 0SX,11,3,Cottenham Park Road,London,Voluntary Aided School,522222,169895,51.414908651584526,-0.24383564926731519
,,Holy Trinity CofE Primary School,Mixed,Merton,Wimbledon,SW19 8PW,11,3,Effra Road,London,Voluntary Aided School,525562,170820,51.42249252446902,-0.1955046971984747
,,Bishop Gilpin CofE Primary School,Mixed,Merton,Wimbledon,SW19 7EP,11,3,Lake Road,London,Voluntary Aided School,524756,171337,51.42731671789924,-0.2069088527283
,Surrey,St Peter and Paul Catholic Primary School,Mixed,Merton,,CR4 4LA,11,3,Cricket Green,Mitcham,Voluntary Aided School,527570,168344,51.39979272525414,-0.1675306960192659
,Surrey,Sacred Heart Catholic Primary School,Mixed,Merton,,KT3 4ND,11,3,Burlington Road,New Malden,Voluntary Aided School,522517,168302,51.40052817129062,-0.24014547302146222
,Surrey,St Teresa's Catholic Primary School,Mixed,Merton,,SM4 6RL,11,3,Montacute Road,Morden,Voluntary Aided School,526614,167197,51.38969853473727,-0.18167468831720995
,,St Mary's Catholic Primary School,Mixed,Merton,Wimbledon,SW19 1QL,11,3,Russell Road,London,Voluntary Aided School,525218,170279,51.417706512474766,-0.20064053693157205
,,St John Fisher RC Primary School,Mixed,Merton,,SW20 9NA,11,3,Grand Drive,London,Voluntary Aided School,523499,167656,51.394509607610814,-0.22626067608338288
,,The Priory CofE School,Mixed,Merton,Wimbledon,SW19 8LX,11,3,Queen's Road,London,Voluntary Aided School,525696,171091,51.424898356006935,-0.1934824590944145
,,Ricards Lodge High School,Girls,Merton,Wimbledon,SW19 7HB,19,11,Lake Road,London,Community School,524833,171489,51.428665825011834,-0.20574837302154825
,,Raynes Park High School,Mixed,Merton,,SW20 0JL,19,11,Bushey Road,London,Community School,522579,168610,51.40328289708133,-0.23914834229251497
,,Rutlish School,Boys,Merton,Merton Park,SW20 9AD,19,11,Watery Lane,London,Voluntary Controlled School,524743,169223,51.408320664914406,-0.2078389810636586
,,Wimbledon College,Boys,Merton,,SW19 4NS,18,11,Edge Hill,London,Voluntary Aided School,523764,170414,51.419238816049464,-0.22149223314315455
,,Ursuline High School Wimbledon,Girls,Merton,Wimbledon,SW20 8HA,18,11,Crescent Road,London,Voluntary Aided School,523684,169946,51.415050222930304,-0.22280527400388922
,,King's College School,Mixed,Merton,Wimbledon Common,SW19 4TT,18,7,Southside,London,Other Independent School,523447,170678,51.421680517998574,-0.22595687694060995
,,The Rowans School,Mixed,Merton,Wimbledon,SW20 0EG,8,3,19 Drax Avenue,London,Other Independent School,522454,170384,51.41925344747996,-0.24033244522474684
,,Ursuline Preparatory School,Mixed,Merton,Wimbledon,SW20 8HR,11,3,18 the Downs,London,Other Independent School,523748,170078,51.416222587825274,-0.22183940120972875
,,Donhead Preparatory School,Boys,Merton,Wimbledon,SW19 4ND,11,4,33 Edge Hill,London,Other Independent School,523694,170288,51.41812168693133,-0.222542329255512
Wimbledon,,The Study Preparatory School,Girls,Merton,Camp Road,SW19 4UN,11,4,Wilberforce House,London,Other Independent School,523106,171216,51.42658977938029,-0.23067189906546662
,,Wimbledon Common Preparatory School,Boys,Merton,Wimbledon,SW19 4TA,7,5,113 Ridgway,London,Other Independent School,523649,170469,51.419758189839285,-0.2231260545499396
,,Wimbledon High School,Girls,Merton,,SW19 4AB,18,4,Mansel Road,London,Other Independent School,524496,170805,51.42259266016692,-0.21083342728643842
,,The Norwegian School in London,Mixed,Merton,Wimbledon,SW20 8AH,16,3,28 Arterberry Road,London,Other Independent School,523476,170090,51.416389690061884,-0.22574465442241465
,,Blossom House School,Mixed,Merton,Wimbledon,SW20 8TG,19,3,8a The Drive,London,Other Independent Special School,523283,170084,51.41637773225947,-0.22852072340510185
,Surrey,Melrose School,Mixed,Merton,,CR4 3BE,16,11,Church Road,Mitcham,Community Special School,527196,168543,51.40166505984283,-0.17283280693469147
,Surrey,Perseid School,Mixed,Merton,,SM4 5LT,19,2,Bordesley Road,Morden,Community Special School,525601,167925,51.39646612028868,-0.1959684198799338
,Surrey,Cricket Green School,Mixed,Merton,,CR4 3AF,19,5,Lower Green West,Mitcham,Community Special School,527454,168561,51.401768962098544,-0.16911942830946614
,,Edith Kerrison Nursery School,Mixed,Newham,,E16 3PB,5,3,Sophia Road,London,LA Nursery School,540813,181540,51.515240775857976,0.027967552851505505
,,Kay Rowe Nursery School,Mixed,Newham,Forest Gate,E7 0PH,5,3,Osborne Road,London,LA Nursery School,540592,185236,51.548507258529234,0.026259015326952916
,,Rebecca Cheetham Nursery Education Centre,Mixed,Newham,Stratford,E15 3JT,5,3,Marcus Street,London,LA Nursery School,539454,183758,51.535508320680094,0.009272391118875978
,,Ronald Openshaw Nursery School,Mixed,Newham,Stratford,E15 1JP,5,3,Henniker Road,London,LA Nursery School,538708,185220,51.54882938123148,-0.0009006979011676775
,,St Stephen's Nursery School,Mixed,Newham,,E6 1AS,5,3,St Stephen's Road,London,LA Nursery School,541432,184051,51.53764945009664,0.03788958239279939
,,Sheringham Nursery School & Children's Centre,Mixed,Newham,Manor Park,E12 5PB,5,3,Sheringham Avenue,London,LA Nursery School,542932,185904,51.55392221205951,0.06025475658527193
,,Oliver Thomas Nursery School,Mixed,Newham,East Ham,E6 6BU,5,3,Matthews Avenue,London,LA Nursery School,543287,183080,51.5284570187654,0.06422298175827015
Plaistow,,Tunmarsh School,Mixed,Newham,Tunmarsh Lane,E13 9NB,16,11,The Tunmarsh Centre,London,Pupil Referral Unit,541046,182696,51.525570254716015,0.031785494357051386
,,Altmore Infant School,Mixed,Newham,,E6 2BX,7,3,Altmore Avenue,London,Community School,542856,183973,51.53659028258672,0.05837603554699282
,,Avenue Primary School,Mixed,Newham,Manor Park,E12 6AR,11,3,Meanley Road,London,Community School,542245,185458,51.55008812268609,0.0501721852126213
,,Brampton Primary School,Mixed,Newham,East Ham,E6 3LA,11,3,Masterman Road,London,Community School,542007,182609,51.52454785758111,0.04559371112535667
,,Carpenters Primary School,Mixed,Newham,Stratford,E15 2JQ,11,3,Friendship Way,London,Community School,538398,183866,51.53673846842833,-0.00590066944269561
,,Curwen Primary and Nursery School,Mixed,Newham,,E13 0AG,11,3,Atlas Road,London,Community School,540218,183137,51.529739033660945,0.02003335712225289
,,Dersingham Primary School,Mixed,Newham,,E12 5QJ,11,3,Dersingham Avenue,London,Community School,543043,185546,51.55067727192024,0.061709228670652184
,,Drew Primary School,Mixed,Newham,Silvertown,E16 2DP,11,3,Wythes Road,London,Community School,542185,180187,51.502739751592294,0.04718171422265692
,,Earlham Primary School,Mixed,Newham,Forest Gate,E7 9AW,11,3,Earlham Grove,London,Community School,539975,185050,51.54698916792465,0.01729256254066447
,,Elmhurst Primary School,Mixed,Newham,Forest Gate,E7 8JY,11,4,Upton Park Road,London,Community School,540776,184298,51.54003278252839,0.028535986872263
,,Gainsborough Primary School,Mixed,Newham,,E15 3AF,11,3,Gainsborough Road,London,Community School,539271,182593,51.52508488778663,0.006175339163570534
,,Godwin Junior School,Mixed,Newham,Forest Gate,E7 0JW,11,7,Cranmer Road,London,Community School,540818,185642,51.55209915936985,0.029678603787010392
,,Woodgrange Infant School,Mixed,Newham,,E7 0NJ,7,3,Sebert Road,London,Community School,540770,185541,51.55120356815934,0.028946368399434267
,,Grange Primary School,Mixed,Newham,Plaistow,E13 0HE,11,3,Suffolk Road,London,Community School,540020,182582,51.52480098459092,0.016960428105650485
,,Hallsville Primary School,Mixed,Newham,,E16 1LN,11,3,Radland Road,London,Community School,540086,181251,51.512824456966136,0.01738255052983665
,,Keir Hardie Primary School,Mixed,Newham,,E16 1PZ,11,3,Edwin Street,London,Community School,540189,181656,51.51643820070195,0.019026805429575397
,,Hartley Primary School,Mixed,Newham,East Ham,E6 1NT,11,3,Hartley Avenue,London,Community School,542283,183629,51.533643818584025,0.049981097297312614
,,Kensington Primary School,Mixed,Newham,Manor Park,E12 6NN,11,3,Kensington Avenue,London,Community School,542705,184585,51.54212763630207,0.05644826363219888
,,Lathom Junior School,Mixed,Newham,East Ham,E6 2DU,11,7,Lathom Road,London,Community School,542505,184073,51.53757749082458,0.05335912121925753
,,Manor Primary School,Mixed,Newham,,E15 3BA,11,3,Richardson Road,London,Community School,539324,183434,51.53262896550795,0.007271195866067736
,,Maryland Primary School,Mixed,Newham,,E15 1SL,11,3,Gurney Road,London,Community School,539321,185350,51.54984664356702,0.007985739603318382
,,Monega Primary School,Mixed,Newham,Manor Park,E12 6TT,11,3,Monega Road,London,Community School,541786,184933,51.54548608365682,0.043345330046560604
,,Ranelagh Primary School,Mixed,Newham,Stratford,E15 3DN,11,3,Corporation Street,London,Community School,539467,183286,51.531263777169315,0.009272917228333656
,,Nelson Primary School,Mixed,Newham,East Ham,E6 2SE,11,3,Napier Road,London,Community School,543095,183520,51.532459328384704,0.06163569243636881
,,New City Primary School,Mixed,Newham,Plaistow,E13 9PY,11,3,New City Road,London,Community School,541501,182628,51.524845492897136,0.03831252792865767
,,Odessa Infant School,Mixed,Newham,,E7 9BY,7,3,Wellington Road,London,Community School,540061,185325,51.54943894240127,0.018641380341801215
,,Park Primary School,Mixed,Newham,,E15 4AE,11,4,Mathews Park Avenue,London,Community School,539834,184464,51.541758401330014,0.015027806669800886
,,Ravenscroft Primary School,Mixed,Newham,,E16 4BD,11,3,Carson Road,London,Community School,540424,182089,51.52027074503207,0.02258373760752335
,,Roman Road Primary School,Mixed,Newham,,E6 3SQ,11,3,Roman Road,London,Community School,541930,182305,51.521835546034275,0.044362192737100084
,,Rosetta Primary School,Mixed,Newham,Custom House,E16 3PB,11,4,Sophia Road,London,Community School,540767,181590,51.51570152083295,0.0273250143152743
,,Salisbury Primary School,Mixed,Newham,,E12 5AF,11,3,Romford Road,London,Community School,542023,185410,51.54971269012971,0.04695319239091617
,,Shaftesbury Primary School,Mixed,Newham,Forest Gate,E7 8PF,11,3,Shaftesbury Road,London,Community School,541365,184317,51.540056420216565,0.03703091587282303
,,William Davies Primary School,Mixed,Newham,,E7 8NL,11,3,Stafford Road,London,Community School,541666,184618,51.542685706285354,0.04148926867300673
,,Star Primary School,Mixed,Newham,Canning Town,E16 4NH,11,3,Star Lane,London,Community School,539316,182153,51.521119997598824,0.006649745054430963
,,St Stephen's Primary School,Mixed,Newham,,E6 1AS,11,5,Whitfield Road,London,Community School,541460,184085,51.53794795379484,0.038306682442836824
,,Tollgate Primary School,Mixed,Newham,Plaistow,E13 8SA,11,3,Barclay Road,London,Community School,541266,182067,51.51986326994084,0.03470265227138084
,,Upton Cross Primary School,Mixed,Newham,Plaistow,E13 0RJ,11,3,Churston Avenue,London,Community School,540922,183771,51.53526088647085,0.030429029960485087
,,Winsor Primary School,Mixed,Newham,Beckton,E6 5NA,11,3,East Ham Manor Way,London,Community School,543168,181099,51.510686694627765,0.061704580528043014
,,Colegrave Primary School,Mixed,Newham,,E15 1JY,11,4,Henniker Road,London,Community School,538884,185166,51.54830088561181,0.0016146506669929548
,,Sheringham Primary School,Mixed,Newham,Manor Park,E12 5PB,11,4,Sheringham Avenue,London,Community School,542881,185860,51.553539755560244,0.05950179048477171
